date,user,pc,to,cc,bcc,from,activity,size,attachments
2011-05-01 13:32:38,HDB1666,PC-6793,Melissa.Quincy.Rodriguez@dtaa.com;Thomas.Peter.Figueroa@dtaa.com,Ora.Martena.Page@dtaa.com,Hector.Donovan.Bray@dtaa.com,Hector.Donovan.Bray@dtaa.com,Send,25878,
2011-05-01 13:32:38,TJS3067,PC-5461,YDE187@verizon.net;Alyssa_N_Hester@comcast.net;Carissa_Joyce@netzero.com;VMJ8@sbcglobal.net,Zelda_Z_Owens@msn.com,Timon.J.Stone@cox.net,Timon.J.Stone@cox.net,Send,3204373,C:\36W35G6\JF9BYBV0.pdf(592182);C:\TJS3067\K12MTPL4.doc(1292794);C:\95b8667\83M6N7S1.doc(1286807)
2011-05-01 13:33:00,DCM3596,PC-0355,Paloma.Sybil.Perez@dtaa.com,Drake.Ciaran.Mitchell@dtaa.com,,Murphy.Ulric.Obrien@dtaa.com,View,19760,
2011-05-01 13:33:07,HDB1666,PC-6793,Coby.Samuel.Bell@dtaa.com,Amethyst.Jemima.Christensen@dtaa.com;Hector.Donovan.Bray@dtaa.com,,Hector.Donovan.Bray@dtaa.com,Send,51839,
2011-05-01 13:33:19,TJS3067,PC-5461,Alyssa.Nelle.Hester@dtaa.com;Shelby.Kerry.Moon@dtaa.com;Lilah.Quynn.Juarez@dtaa.com,Helen.Zorita.Mccarty@dtaa.com;Claudia.Ava.Rhodes@dtaa.com,,Timon.Josiah.Stone@dtaa.com,View,1612178,C:\95b8667\2N4BRP52.doc(1098255);C:\36W35G6\69TRPPJ0.doc(490588)
2011-05-01 13:33:22,HDB1666,PC-6793,Ginger.Ila.Sims@dtaa.com;Hector.Donovan.Bray@dtaa.com;Charles.Aaron.Gonzalez@dtaa.com,Melissa.Quincy.Rodriguez@dtaa.com,,Reed.Holmes.Garrison@dtaa.com,View,22649,
2011-05-01 13:33:34,DFC2060,PC-2360,DFC1@sbcglobal.net,,,Martinez_Whilemina@netzero.com,View,22499,
2011-05-01 13:33:41,HDB1666,PC-6793,Sopoline.Shea.Travis@dtaa.com,,Hector.Donovan.Bray@dtaa.com,Hector.Donovan.Bray@dtaa.com,Send,23756,
2011-05-01 13:34:03,AEM0554,PC-0514,XJB2@juno.com,,,Asher-Morrison@cox.net,Send,29538,
2011-05-01 13:34:33,HDB1666,PC-6793,ZTB19@sbcglobal.net,HGD2377@yahoo.com;Hector.D.Bray@msn.com,,Sopoline_Travis@hotmail.com,View,24091,
2011-05-01 13:34:42,HHF1995,PC-4472,Aubrey.Howard.Curtis@dtaa.com;Marah.Kimberly.Macdonald@dtaa.com;Hope.Hermione.Ford@dtaa.com;Julie.Aline.Chen@dtaa.com,Rudyard.Ralph.Suarez@dtaa.com;Darrel.Odette.Shaw@dtaa.com;Reese.Hoyt.Beck@dtaa.com,,Darrel.Odette.Shaw@dtaa.com,View,30288,
2011-05-01 13:34:47,AEM0554,PC-0514,ZJB4@aol.com,,,Asher-Morrison@cox.net,Send,34027,
2011-05-01 13:35:13,HHF1995,PC-4472,Adrian.Henry.Kim@dtaa.com,Cameran.Daria.Wyatt@dtaa.com,,Hope.Hermione.Ford@dtaa.com,Send,1047980,C:\HHF1995\KPA71Z69.doc(1004979)
2011-05-01 13:36:46,IRS1337,PC-1290,MTN8665@gmail.com,Jeanette.Z.Mcbride@yahoo.com,,Idola_R_Sexton@msn.com,View,39166,
2011-05-01 13:36:58,TJD0106,PC-6916,Kyra.L.Mcintosh@gmail.com;KNS8@yahoo.com;LOC6812@gmail.com;Ira.O.Mckenzie@cox.net,,,TJD9@charter.net,View,28881,
2011-05-01 13:37:05,AKB2312,PC-0937,Hammett.Harlan.Larsen@dtaa.com;Keely.Charissa.Leon@dtaa.com;Alden.Ross.Whitaker@dtaa.com;Benedict.Gage.Ashley@dtaa.com;Aspen.Winifred.Mills@dtaa.com,,,Amethyst.Kay.Byers@dtaa.com,Send,28342,
2011-05-01 13:37:20,KAS2029,PC-6729,KAS55@bellsouth.net,,,Nash-September@charter.net,View,963795,C:\12ym763\EL0OHHSL.doc(944810)
2011-05-01 13:37:33,IRS1337,PC-1290,MND4@boeing.com;Rae.Lareina.Barber@dtaa.com,Idola.Rhonda.Sexton@dtaa.com,,Marshall.Kato.Riley@dtaa.com,View,39766,C:\C7HH1YXA.pdf(11540)
2011-05-01 13:37:58,BCM3794,PC-7608,Brianna.Callie.Miranda@dtaa.com;Martina.Nina.Cain@dtaa.com,,,Robert.Rajah.Macias@dtaa.com,View,34790,
2011-05-01 13:38:45,TJD0106,PC-6916,Keefe.Nehru.Shaw@dtaa.com;Oscar.Chadwick.Crosby@dtaa.com;Nissim.Demetrius.Atkinson@dtaa.com,,Theodore.Jack.Donovan@dtaa.com,Theodore.Jack.Donovan@dtaa.com,Send,18829,
2011-05-01 13:38:48,ARK3198,PC-9151,Jackson.Brennan.Livingston@dtaa.com,Alyssa.Ria.Kennedy@dtaa.com,,Alyssa.Ria.Kennedy@dtaa.com,Send,23483,
2011-05-01 13:38:54,KAS2029,PC-6729,KAS55@bellsouth.net,,,Castaneda_Kiona@cox.net,View,21223,
2011-05-01 13:39:05,TJD0106,PC-6916,Oscar.Chadwick.Crosby@dtaa.com;Colorado.Declan.Mcclain@dtaa.com,Nissim.Demetrius.Atkinson@dtaa.com,,Theodore.Jack.Donovan@dtaa.com,View,42984,
2011-05-01 13:39:14,RCT1697,PC-5770,Kirk.Nigel.Mcfarland@dtaa.com;Charde.Alice.Stevenson@dtaa.com;Astra.Tanya.Reynolds@dtaa.com,Emi.Clio.Bowers@dtaa.com;Haley.Madeline.Thomas@dtaa.com,,Rogan.Cedric.Thornton@dtaa.com,Send,137635,C:\959MJ19\WBSVUQ1V.txt(110439)
2011-05-01 13:39:24,MLW2240,PC-1960,Germane_C_Mcmahon@verizon.net;Mia.L.Walls@optonline.net,,,Kenyon-Hardin@comcast.net,View,27624,
2011-05-01 13:39:45,TJD0106,PC-6916,Theodore.Jack.Donovan@dtaa.com;Benjamin.Ethan.Harrell@dtaa.com;Keefe.Nehru.Shaw@dtaa.com,,,Beatrice.Autumn.Bruce@dtaa.com,View,2067976,C:\A1UYE2HN.pdf(461964);C:\BAB0541\IQQOH6NI.doc(1280611);C:\5I6VCGJW.doc(295841)
2011-05-01 13:39:54,JDM1042,PC-1105,William.Yuli.Cline@dtaa.com,,,Jacqueline.Destiny.Myers@dtaa.com,Send,29860,
2011-05-01 13:40:08,HHF1995,PC-4472,Hope.Hermione.Ford@dtaa.com;Dillon.Nicholas.Blankenship@dtaa.com,,,Aubrey.Howard.Curtis@dtaa.com,View,32140,
2011-05-01 13:40:57,ENS1748,PC-5920,Edward.Nero.Sexton@dtaa.com,,,Uriah.Stone.Farmer@dtaa.com,View,16969,
2011-05-01 13:41:25,IBP1616,PC-8035,Wesley.Tanner.Glover@dtaa.com;Ingrid.Bryar.Petty@dtaa.com,Holmes.John.Duran@dtaa.com,,Constance.Darryl.Craig@dtaa.com,View,316776,C:\16SBK31\I0EATRM6.doc(269451)
2011-05-01 13:42:05,IBP1616,PC-8035,Baxter.Alan.Beck@dtaa.com;Lawrence.Rogan.Cotton@dtaa.com;Keaton.Bruno.Vasquez@dtaa.com,Ingrid.Bryar.Petty@dtaa.com,,Aubrey.Kirby.Le@dtaa.com,View,55244,
2011-05-01 13:42:07,HHF1995,PC-4472,Hope_Ford@juno.com,,,Beck.Reese@gmail.com,View,32639,
2011-05-01 13:42:44,IBP1616,PC-8035,Stephen.Gary.Bryan@dtaa.com;Alice.Yolanda.Larsen@dtaa.com,Byron.Elmo.Buchanan@dtaa.com,,Ingrid.Bryar.Petty@dtaa.com,Send,30694,
2011-05-01 13:42:48,ENS1748,PC-5920,Edward.Nero.Sexton@dtaa.com,,,Uriah.Stone.Farmer@dtaa.com,View,16969,
2011-05-01 13:43:01,AEM0554,PC-0514,John.Edward.Madden@dtaa.com;Asher.Elliott.Morrison@dtaa.com,Fredericka.Kessie.Stein@dtaa.com,,Lev.Quinlan.Walsh@dtaa.com,View,44149,
2011-05-01 13:44:16,RVV0317,PC-1918,Skyler.Nita.Meyer@dtaa.com;Scarlett_William@boeing.com;Lael.Carly.Knox@dtaa.com,,,Riley.Veronica.Vincent@dtaa.com,View,774116,C:\9V43QW7E.doc(752304)
2011-05-01 13:44:21,AEM0554,PC-0514,GDH6@verizon.net,,,Asher-Morrison@cox.net,Send,23754,
2011-05-01 13:44:47,DCM3596,PC-0355,Drake.Ciaran.Mitchell@dtaa.com,,,Murphy.Ulric.Obrien@dtaa.com,View,1283259,C:\MUO3601\Q4J203AR.doc(1243697)
2011-05-01 13:45:43,REC0283,PC-6764,Isabelle.Hyacinth.Berg@dtaa.com;Ann.Lysandra.Lyons@dtaa.com;Kane.Slade.Watson@dtaa.com;Robert.Edward.Carney@dtaa.com,,,Kimberly.Courtney.Oneill@dtaa.com,View,36606,
2011-05-01 13:46:36,HHF1995,PC-4472,Curtis_Aubrey@juno.com;Julie.A.Chen@bellsouth.net,,,Hope_Ford@juno.com,Send,14823,
2011-05-01 13:46:47,RVV0317,PC-1918,Xanthus.Keaton.Ray@dtaa.com;Jin.Charles.Sampson@dtaa.com;Lael.Carly.Knox@dtaa.com,Hamilton.Jonathan.Beck@dtaa.com;Wyatt-Russo@lockheedmartin.com,,Riley.Veronica.Vincent@dtaa.com,View,67447,
2011-05-01 13:46:53,RVV0317,PC-1918,Lael_Knox@juno.com,Riley.V.Vincent@gmail.com,,Riley.V.Vincent@gmail.com,View,22390,
2011-05-01 13:47:04,RVV0317,PC-1918,Xanthus.Keaton.Ray@dtaa.com;Hamilton.Jonathan.Beck@dtaa.com,Darrel.Yvonne.Holloway@dtaa.com,,Riley.Veronica.Vincent@dtaa.com,View,26542,
2011-05-01 13:48:35,RVV0317,PC-1918,Lael_Knox@juno.com,Riley.V.Vincent@gmail.com,,Riley.V.Vincent@gmail.com,View,22390,
2011-05-01 13:48:47,MJA2380,PC-2940,Blair.Britanni.Howell@dtaa.com;Mercedes.Josephine.Ayala@dtaa.com,Vance.Talon.Duncan@dtaa.com,,Jerry.Cody.Hess@dtaa.com,View,46727,
2011-05-01 13:48:49,RVV0317,PC-1918,Vladimir.Tyrone.Lowery@dtaa.com,Raphael.Dustin.Barrera@dtaa.com;Riley.Veronica.Vincent@dtaa.com,,Riley.Veronica.Vincent@dtaa.com,Send,25109,
2011-05-01 13:49:40,GES2626,PC-8285,Sage_K_Booth@charter.net,,,Grace.E.Shields@verizon.net,Send,20976,
2011-05-01 13:49:44,DCM3596,PC-0355,DCM1968@sbcglobal.net,,,Mullins-Kareem@optonline.net,View,35242,
2011-05-01 13:50:05,RVV0317,PC-1918,Xanthus.Keaton.Ray@dtaa.com,,Riley.Veronica.Vincent@dtaa.com,Riley.Veronica.Vincent@dtaa.com,Send,3433463,C:\88WFB51\R7PAQZI9.doc(605136);C:\4O22Q198.doc(1356783);C:\RVV0317\XU8DFDWQ.doc(420124);C:\NPEAPK60.jpg(1028919)
2011-05-01 13:50:22,DCM3596,PC-0355,Mckay-Howard@cox.net;Garrett_Cheyenne@comcast.net;Jeanette.A.Austin@netzero.com,DCM1968@sbcglobal.net;Riley.S.Juarez@cox.net,,Hobbs-Sebastian@cox.net,View,1143133,C:\28bsDm0\MSW5B7KJ.doc(667903);C:\28bsDm0\I9OJ68YX.pdf(448222)
2011-05-01 13:50:47,GES2626,PC-8285,Willa.M.Riddle@gmail.com;Grace.E.Shields@verizon.net,KTW4623@charter.net;Darrel_Young@cox.net,,Foley-Bernard@juno.com,View,16151,
2011-05-01 13:50:52,GES2626,PC-8285,Byron.Jasper.Vega@dtaa.com,Harper.Mufutau.Mclean@dtaa.com,,Grace.Emily.Shields@dtaa.com,Send,20681,
2011-05-01 13:50:53,GES2626,PC-8285,Barbara.Amela.Goodwin@dtaa.com,,,Grace.Emily.Shields@dtaa.com,Send,17455,
2011-05-01 13:51:05,AKB2312,PC-0937,Lucas_Emmanuel@msn.com,,,Amethyst.K.Byers@optonline.net,Send,1472262,C:\AKB2312\8JD4CW6I.pdf(1434344)
2011-05-01 13:55:26,CCT2165,PC-2738,Constance.Chastity.Thomas@dtaa.com;Josephine.Heather.Christian@dtaa.com,,,Shelley.Brenna.Keith@dtaa.com,View,23494,
2011-05-01 13:57:16,MAW0532,PC-4652,Daryl_Bentley@charter.net;Mara_William@msn.com,,,NJS1@netzero.com,View,36787,
2011-05-01 13:58:09,BCM3794,PC-7608,Vega-Quentin@cox.net;Brianna_Miranda@msn.com;Karly_P_Nichols@netzero.com;Martina_Cain@aol.com,Amaya_Guthrie@aol.com,,KTL7@optonline.net,View,27969,
2011-05-01 13:58:28,BCM3794,PC-7608,Lacey.Quail.Cooke@dtaa.com;Sylvester.Jin.Farmer@dtaa.com;Britanni.Yetta.Fry@dtaa.com,Mannix_Skinner@boeing.com,,Brianna.Callie.Miranda@dtaa.com,Send,36636,
2011-05-01 13:58:46,MAW0532,PC-4652,Daryl.Rana.Bentley@dtaa.com,,,Mara.Azalia.William@dtaa.com,Send,18896,
2011-05-01 13:58:53,DCM3596,PC-0355,DCM1968@sbcglobal.net;Warren-John@yahoo.com,,,Hanson_Sean@gmail.com,View,32161,
2011-05-01 13:58:53,DCM3596,PC-0355,Shelly.Yeo.French@dtaa.com,,,Drake.Ciaran.Mitchell@dtaa.com,Send,28537,
2011-05-01 14:00:34,WRW2331,PC-9106,Galena_Richmond@raytheon.com;Emery.Wylie.Adams@dtaa.com,Wang.Rajah.Wallace@dtaa.com,,Wang.Rajah.Wallace@dtaa.com,View,21876,
2011-05-01 14:00:35,HMR0098,PC-3930,Sonia_F_Leblanc@aol.com,Jade.R.Austin@verizon.net,,Hedy_M_Reynolds@msn.com,View,1298612,C:\HMR0098\K368OM31.zip(1267302)
2011-05-01 14:02:20,THF2879,PC-2467,SWH5747@sbcglobal.net;Roy_Norman@verizon.net;Cassady_Rasmussen@aol.com,,,THF7@charter.net,View,1014916,C:\ORY84MHX.zip(996674)
2011-05-01 14:04:35,RHO0678,PC-9728,Quail.Wilma.Long@dtaa.com,Colin.Tate.Jenkins@dtaa.com;Kim.Susan.Herring@dtaa.com,,Rogan.Herrod.Odonnell@dtaa.com,Send,32852,
2011-05-01 14:05:28,WRW2331,PC-9106,Callum.Ulysses.Manning@dtaa.com;Colton.Joseph.Hall@dtaa.com;Sydnee.Portia.Padilla@dtaa.com,,,Wang.Rajah.Wallace@dtaa.com,View,2135900,C:\K4AOWHWQ.doc(1247312);C:\93kd473\OQIG2VAX.doc(853410)
2011-05-01 14:06:44,AJS3021,PC-4517,Ariel.Ria.Crosby@dtaa.com,Amos.Joel.Sweet@dtaa.com,,Amos.Joel.Sweet@dtaa.com,View,295816,C:\49HJV71\LIZ035XG.pdf(272912)
2011-05-01 14:07:15,IRS1337,PC-1290,Judith_Flowers@sbcglobal.net,Idola_R_Sexton@msn.com,,Idola_R_Sexton@msn.com,View,1753165,C:\25DW343\M1BQZFNY.doc(1725511)
2011-05-01 14:07:59,IRS1337,PC-1290,Riley.Marshall@sbcglobal.net,Idola_R_Sexton@msn.com,,Idola_R_Sexton@msn.com,Send,15380,
2011-05-01 14:08:32,HHF1995,PC-4472,Julie.A.Chen@bellsouth.net;Beck.Reese@gmail.com,,,Hope_Ford@juno.com,Send,20264,
2011-05-01 14:09:17,HHF1995,PC-4472,Buchanan-Carlos@juno.com,,,Hope_Ford@juno.com,Send,2418535,C:\QT48E95Q.doc(611827);C:\HHF1995\PO33ZE58.pdf(444610);C:\85V3Z45\U9I1CH7E.doc(514354);C:\HHF1995\K1E4SWSW.pdf(827921)
2011-05-01 14:09:23,TJD0106,PC-6916,EDJ9@juno.com;BEH8586@comcast.net,TJD9@charter.net,,TJD9@charter.net,Send,17870,
2011-05-01 14:09:37,AMA2808,PC-3872,Amery.Melvin.Alvarez@dtaa.com,Blair.Hope.Estes@dtaa.com,,Brittany.Rhiannon.Crosby@dtaa.com,View,25021,
2011-05-01 14:09:44,HHF1995,PC-4472,Dolan.Hu.Carlson@dtaa.com;William.Nicolas.Watts@dtaa.com,,,Hope.Hermione.Ford@dtaa.com,Send,23927,
2011-05-01 14:10:11,BCM3794,PC-7608,Brianna.Callie.Miranda@dtaa.com;Blake.Benjamin.Hall@dtaa.com,,,Ray.Jesse.Hurst@dtaa.com,View,35278,
2011-05-01 14:10:56,BCM3794,PC-7608,Jacob.Ivor.Bennett@dtaa.com;Ross.Chandler.Graves@dtaa.com;Kenyon.Trevor.Lewis@dtaa.com,Brianna.Callie.Miranda@dtaa.com,,Fletcher.Cody.Mcneil@dtaa.com,View,29805,
2011-05-01 14:11:16,RVV0317,PC-1918,Riley.V.Vincent@gmail.com,,,Skyler_Meyer@earthlink.net,View,21377,
2011-05-01 14:12:07,TJD0106,PC-6916,Beatrice.Autumn.Bruce@dtaa.com;Yardley.Aidan.Vang@dtaa.com;Palmer.Christopher.Barker@dtaa.com,,Theodore.Jack.Donovan@dtaa.com,Theodore.Jack.Donovan@dtaa.com,Send,15709,
2011-05-01 14:12:12,JLC0216,PC-3253,Jonathan.Laith.Casey@dtaa.com;Wylie.Justin.Henry@dtaa.com,,,Adam.Taylor.Hoffman@dtaa.com,View,784228,C:\65hm7n2\WD2DMVC9.doc(754210)
2011-05-01 14:12:55,LDB3304,PC-4961,Deirdre_Fry@hotmail.com,Lev_Browning@sbcglobal.net,,Lev_Browning@sbcglobal.net,View,17184,
2011-05-01 14:13:15,CXM1821,PC-8083,Ciara.Xantha.Mcdonald@dtaa.com,Ayanna.Hadley.Pickett@dtaa.com,,Kessie.Brooke.Gross@dtaa.com,View,286758,C:\KBG1117\N5NX9BTV.doc(258077)
2011-05-01 14:13:20,KNM1154,PC-4927,Kelly.Nichole.Madden@dtaa.com,,,ABM7651@boeing.com,View,26836,
2011-05-01 14:13:23,UMB0055,PC-1021,Wynter.Nadine.Rowland@dtaa.com,Ursa.Melinda.Bentley@dtaa.com,,Ursa.Melinda.Bentley@dtaa.com,View,28206,
2011-05-01 14:13:30,JDM1042,PC-1105,Jacqueline.Destiny.Myers@dtaa.com;Kyla.Olivia.Estrada@dtaa.com,,,Christen.Nelle.Raymond@dtaa.com,View,30712,
2011-05-01 14:13:34,ABD3426,PC-8657,Adrian.Asher.Shepherd@dtaa.com,,Charles.Ulric.Lynn@dtaa.com,Arden.Brendan.Dorsey@dtaa.com,Send,467905,C:\JYL57XWY.doc(446746)
2011-05-01 14:13:37,IRS1337,PC-1290,Rae.Lareina.Barber@dtaa.com,,,Idola.Rhonda.Sexton@dtaa.com,View,3154168,C:\IRS1337\6FCPAVUC.doc(1226184);C:\SG72WO6B.doc(1296323);C:\38W7547\D6N74UUL.doc(595476)
2011-05-01 14:14:02,UMB0055,PC-1021,Ivan.Asher.Ryan@dtaa.com;Reed.Charles.Fletcher@dtaa.com,Ursa.Melinda.Bentley@dtaa.com,,Ursa.Melinda.Bentley@dtaa.com,View,38670,
2011-05-01 14:14:34,KNM1154,PC-4927,Kelly.Nichole.Madden@dtaa.com,,,Allegra.April.Bates@dtaa.com,View,25870,
2011-05-01 14:15:07,ABD3426,PC-8657,Wesley.Tanner.Glover@dtaa.com,,Charles.Ulric.Lynn@dtaa.com,Arden.Brendan.Dorsey@dtaa.com,Send,26500,
2011-05-01 14:15:50,KBG1117,PC-6532,Sara.L.Brady@hotmail.com,Giselle.J.Goff@bellsouth.net,,Kessie_Gross@netzero.com,View,1278637,C:\34l4797\KKLRHIWV.pdf(1235537)
2011-05-01 14:15:50,MBN3610,PC-8169,MBN85@hotmail.com,,,Tanya_Lindsay@juno.com,View,24767,
2011-05-01 14:15:55,HHF1995,PC-4472,AHK215@juno.com;Aimee_Pena@cox.net,,,Hope_Ford@juno.com,Send,27804,
2011-05-01 14:15:56,CXM1821,PC-8083,Villarreal-Martena@verizon.net,Blair.H.Estes@optonline.net,,Ciara_Mcdonald@yahoo.com,Send,29834,
2011-05-01 14:16:09,AJS3021,PC-4517,Beck.Caesar.Banks@dtaa.com;Amos.Joel.Sweet@dtaa.com,Lana.Abra.Hart@dtaa.com,,Alexander.Abraham.Decker@dtaa.com,View,44379,
2011-05-01 14:17:40,CJM0273,PC-3471,Adele.April.Flowers@dtaa.com;Derek.Noble.Mason@dtaa.com;Isaac.Herman.Sykes@dtaa.com;Christopher.Jerome.Mueller@dtaa.com,Aphrodite.Kalia.Dorsey@dtaa.com,,Ferris.Dean.Sharp@dtaa.com,View,28801,
2011-05-01 14:17:54,KBG1117,PC-6532,Sara.L.Brady@hotmail.com,Giselle.J.Goff@bellsouth.net,,Kessie_Gross@netzero.com,View,1278637,C:\34l4797\KKLRHIWV.pdf(1235537)
2011-05-01 14:18:40,SKS0339,PC-3290,Robert.Stephen.Schwartz@dtaa.com,Sarah.Kylynn.Stokes@dtaa.com,,Sarah.Kylynn.Stokes@dtaa.com,View,15123,
2011-05-01 14:19:21,MJA2380,PC-2940,Cole.Nicolas.Knight@dtaa.com,Mercedes.Josephine.Ayala@dtaa.com,,Mercedes.Josephine.Ayala@dtaa.com,Send,22544,
2011-05-01 14:19:43,TJD0106,PC-6916,BEH8586@comcast.net;Nissim_Atkinson@msn.com;TJD9@charter.net,Vang-Yardley@earthlink.net,,RCG9@charter.net,View,20295,
2011-05-01 14:22:41,EDJ1970,PC-1301,Kasper.Tyler.Woods@dtaa.com;Camilla.April.Puckett@dtaa.com;August.Prescott.Solomon@dtaa.com,,,Erasmus.Duncan.Joseph@dtaa.com,View,34842,
2011-05-01 14:23:11,THF2879,PC-2467,Shad.Melvin.Cortez@dtaa.com;Dora.Lydia.Cameron@dtaa.com,Oleg.Reece.Barton@dtaa.com,,Tarik.Herrod.Franks@dtaa.com,View,23508,
2011-05-01 14:24:21,EDJ1970,PC-1301,Kasper.Tyler.Woods@dtaa.com,Erasmus.Duncan.Joseph@dtaa.com,,Erasmus.Duncan.Joseph@dtaa.com,View,20081,
2011-05-01 14:24:53,CMD0613,PC-8839,Cote.Ahmed@yahoo.com,CMD4@gmail.com,,Illana.S.Briggs@earthlink.net,View,25081,
2011-05-01 14:25:24,IRS1337,PC-1290,JCW832@juno.com,Idola_R_Sexton@msn.com,,Idola_R_Sexton@msn.com,View,39801,
2011-05-01 14:25:29,EDJ1970,PC-1301,August.Prescott.Solomon@dtaa.com,Erasmus.Duncan.Joseph@dtaa.com,,Erasmus.Duncan.Joseph@dtaa.com,Send,108357,C:\899JL69\1OLAQYGM.jpg(93843)
2011-05-01 14:25:56,MJA2380,PC-2940,Quail_Long@msn.com,LAC365@earthlink.net;Nicole_Rosario@netzero.com;Ayala-Mercedes@earthlink.net,,Fredericka_Stein@cox.net,View,46014,
2011-05-01 14:26:29,XBW2502,PC-7681,Brynn.Jade.Mooney@dtaa.com,,,Xerxes.Bianca.Wolf@dtaa.com,Send,28694,
2011-05-01 14:26:35,WBB2321,PC-3292,Bray_Lars@sbcglobal.net,Wilma_Buckner@verizon.net,,Wilma_Buckner@verizon.net,Send,571452,C:\19VpQ31\GGGQLPFR.doc(536926)
2011-05-01 14:26:40,ARK3198,PC-9151,Geoffrey.Rahim.Griffin@dtaa.com;Colorado.Isaac.Gilbert@dtaa.com;Tobias.Davis.Vinson@dtaa.com,,,Alyssa.Ria.Kennedy@dtaa.com,View,953795,C:\171yWz8\HTJGHUNO.txt(919867)
2011-05-01 14:26:48,ABD3426,PC-8657,ABD8534@yahoo.com,,,Key_Nicholas@comcast.net,View,29539,
2011-05-01 14:26:57,WBB2321,PC-3292,Lars.Keaton.Bray@dtaa.com;Cadman.Marvin.Holder@dtaa.com;Baker.Wylie.Mccarty@dtaa.com,Adele.Deirdre.Guthrie@dtaa.com,,Wilma.Bell.Buckner@dtaa.com,View,2124628,C:\92mX7V2\MB7397A5.doc(1116634);C:\WBB2321\95NIAL2B.doc(988464)
2011-05-01 14:27:37,WBB2321,PC-3292,Bray_Lars@sbcglobal.net,Wilma_Buckner@verizon.net,,Wilma_Buckner@verizon.net,Send,55253,
2011-05-01 14:27:39,NBR3731,PC-7532,Noah.Connor.Swanson@dtaa.com,,,Nolan.Benjamin.Randolph@dtaa.com,View,23940,
2011-05-01 14:29:45,MJA2380,PC-2940,Kim_Herring@comcast.net,Ayala-Mercedes@earthlink.net,,Ayala-Mercedes@earthlink.net,View,1520258,C:\MJA2380\2IUE0XN3.pdf(1286110);C:\39NjsN0\BA4BDUVI.doc(202566)
2011-05-01 14:29:48,TJD0106,PC-6916,Yardley.Aidan.Vang@dtaa.com;Colorado.Declan.Mcclain@dtaa.com;Beatrice.Autumn.Bruce@dtaa.com,Ross.Chandler.Graves@dtaa.com,Theodore.Jack.Donovan@dtaa.com,Theodore.Jack.Donovan@dtaa.com,Send,756027,C:\TJD0106\NKW3FYUF.doc(704213)
2011-05-01 14:30:07,CGG3388,PC-5178,Cullen.Guy.Guzman@dtaa.com,Fallon.Holly.Adkins@dtaa.com,,Fallon.Holly.Adkins@dtaa.com,View,45296,
2011-05-01 14:30:10,WRF3534,PC-7714,Russell.Carl.Harrington@dtaa.com;Quail.Wilma.Long@dtaa.com;Kendall.John.Rosales@dtaa.com,,Wyatt.Rajah.Francis@dtaa.com,Wyatt.Rajah.Francis@dtaa.com,Send,2305355,C:\43P2LC4\P0ZDB4QC.doc(1823606);C:\43P2LC4\HMK260J4.pdf(448971)
2011-05-01 14:30:22,IRS1337,PC-1290,Malcolm.Timothy.Nielsen@dtaa.com,Taylor.Gretchen.Phelps@dtaa.com,Idola.Rhonda.Sexton@dtaa.com,Idola.Rhonda.Sexton@dtaa.com,Send,51031,
2011-05-01 14:31:27,SOB0089,PC-6172,Cameran.N.Fry@aol.com;Simone_Patel@hotmail.com;Alice_D_Sawyer@comcast.net,,,Serena_Ball@sbcglobal.net,View,23424,
2011-05-01 14:31:43,EDJ1970,PC-1301,Kirestin.Colette.Brady@dtaa.com;Lara.Glenna.Sexton@dtaa.com;Jordan.Yvette.William@dtaa.com;Brielle.Lillian.Soto@dtaa.com,Arden.Herrod.Hensley@dtaa.com;Erasmus.Duncan.Joseph@dtaa.com,,Erasmus.Duncan.Joseph@dtaa.com,Send,30834,
2011-05-01 14:32:20,UCW2995,PC-7862,Uriah.Cain.Weiss@dtaa.com,Peter.Nicholas.Livingston@dtaa.com,,Peter.Nicholas.Livingston@dtaa.com,View,25450,
2011-05-01 14:32:37,KAS2029,PC-6729,Keaton.Andrew.Stout@dtaa.com,,,Jolie.Eugenia.Workman@dtaa.com,View,2031969,C:\N47K4E5M.doc(1991293)
2011-05-01 14:32:49,IRS1337,PC-1290,Rae.Lareina.Barber@dtaa.com;Jeanette.Zorita.Mcbride@dtaa.com;Jolie.Octavia.Bowman@dtaa.com,Hakeem.Levi.Mcgee@dtaa.com;Jemima.Chelsea.Weaver@dtaa.com,Idola.Rhonda.Sexton@dtaa.com,Idola.Rhonda.Sexton@dtaa.com,Send,35413,
2011-05-01 14:32:53,WBB2321,PC-3292,Hall.Colton@verizon.net,,Wilma_Buckner@verizon.net,Wilma_Buckner@verizon.net,Send,100922,C:\WBB2321\1D0A907S.doc(81102)
2011-05-01 14:33:03,SOB0089,PC-6172,Simone_Patel@hotmail.com;Cameran.N.Fry@aol.com;Alice_D_Sawyer@comcast.net;KDF51@gmail.com,,,Serena_Ball@sbcglobal.net,View,25466,
2011-05-01 14:33:03,WBB2321,PC-3292,Hall.Colton@verizon.net,,,Wilma_Buckner@verizon.net,View,14052,
2011-05-01 14:33:07,WBB2321,PC-3292,Barclay.Mason.French@dtaa.com,Allen.Vernon.Summers@dtaa.com,,Wilma.Bell.Buckner@dtaa.com,View,1993447,C:\92mX7V2\MB7397A5.doc(1116634);C:\19VpQ31\MXX7RZJQ.doc(862412)
